d,tube_stops_d,car_prob_d
"114.48,22.53",0,0
"121.78,31.09",0,7
"121.68,31.03",0,12
"114.48,22.56",0,2
"113.50,22.75",0,3
"121.51,31.38",0,16
"113.64,23.39",0,1
"113.82,22.63",0,0
"113.99,22.63",0,0
"121.34,31.37",0,8
"113.88,22.74",0,2
"121.11,31.09",0,8
"121.11,31.27",0,5
"113.37,23.46",0,0
"121.39,30.89",0,30
"121.66,31.11",0,16
"113.55,23.16",0,0
"121.47,31.03",0,1
"113.54,23.35",0,0
"113.51,23.34",0,0
"121.16,31.18",0,1
"113.22,23.53",0,0
"121.81,31.12",0,3
"113.06,23.38",0,0
"121.23,31.33",0,10
"121.26,31.06",0,19
"121.42,31.65",0,31
"121.32,30.78",0,3
"113.59,22.28",0,2
"113.79,23.19",0,3
"113.83,22.58",0,1
"121.19,31.30",0,13
"121.50,30.93",0,12
"113.35,23.48",0,1
"121.47,30.98",0,54
"113.64,23.57",0,1
"121.31,30.82",0,0
"121.32,31.68",0,1
"113.08,23.35",0,0
"121.14,31.19",0,15
"121.76,31.17",0,3
"113.02,23.37",0,0
"121.19,30.95",0,18
"121.57,31.08",0,25
"121.81,30.99",0,7
"113.91,22.70",0,3
"121.41,31.69",0,69
"121.24,30.78",0,13
"113.06,23.40",0,0
"121.59,31.00",0,25
"113.34,23.42",0,0
"113.54,23.64",0,0
"121.08,30.96",0,4
"121.14,31.20",0,3
"113.85,23.41",0,0
"121.24,31.08",0,5
"121.01,30.93",0,5
"121.30,31.46",0,29
"113.96,22.78",0,0
"121.57,30.90",0,16
"121.80,31.08",0,0
"113.75,22.71",0,0
"113.68,23.66",0,0
"113.22,23.44",0,0
"114.01,22.62",0,0
"121.64,31.04",0,81
"113.21,23.35",0,0
"121.02,30.92",0,7
"113.65,23.28",0,10
"113.51,23.48",1,3
"121.02,31.11",0,0
"121.07,30.90",0,5
"113.47,23.66",0,2
"121.23,31.81",0,2
"121.39,31.46",0,14
"121.32,31.28",0,2
"113.49,23.51",0,0
"113.28,23.58",0,2
"113.42,23.33",0,2
"113.96,22.67",0,0
"114.21,22.76",0,0
"121.88,30.92",0,2
"113.33,23.26",0,0
"113.72,23.20",0,5
"113.36,23.24",0,1
"114.44,22.59",0,0
"121.42,30.92",0,22
"121.22,31.22",0,1
"113.26,23.36",0,4
"113.26,23.29",0,3
"113.46,23.22",0,1
"121.59,30.87",0,5
"121.32,31.00",0,6
"121.17,30.84",0,4
"121.38,31.46",0,7
"114.00,23.81",0,0
"121.52,31.62",0,6
"113.55,23.50",0,11
"113.60,23.10",0,0
"113.91,23.45",0,4
"113.27,23.47",0,0
"121.62,30.93",0,7
"113.58,22.83",0,0
"114.32,22.66",0,0
"121.54,30.84",0,0
"120.94,31.06",0,15
"113.60,23.41",0,0
"113.36,23.03",0,2
"113.49,23.50",0,0
"114.04,22.59",0,2
"113.80,23.17",0,0
"121.81,31.36",0,0
"121.23,30.97",0,7
"113.30,23.45",0,5
"113.68,23.68",0,2
"121.63,31.62",0,2
"121.05,31.03",0,22
"113.50,22.70",0,2
"121.63,30.94",0,2
"113.61,23.17",0,2
"121.21,31.19",0,43
"121.22,30.82",0,6
"113.41,23.71",0,2
"121.33,31.21",0,4
"114.31,22.66",0,2
"113.17,23.37",0,0
"121.71,30.88",0,6
"121.59,31.02",0,69
"121.81,31.50",0,90
"121.24,30.83",0,35
"121.71,31.14",0,12
"113.17,23.31",0,1
"113.77,23.56",0,5
"113.55,22.86",0,0
"113.48,23.34",0,0
"113.79,23.26",0,4
"121.35,30.79",0,11
"113.61,22.80",0,3
"113.36,23.28",0,8
"113.49,23.58",0,5
"121.10,30.90",0,4
"121.21,31.37",0,10
"121.30,30.97",0,2
"121.42,30.86",0,10
"113.59,22.68",0,3
"113.22,23.50",0,2
"121.56,31.05",0,1
"113.27,23.50",0,0
"113.76,23.68",0,0
"113.62,23.32",0,0
"121.73,31.59",0,8
"121.96,31.51",0,2
"121.64,31.01",0,68
"121.22,31.78",0,22
"113.39,23.23",0,0
"121.59,30.98",0,8
"113.81,23.58",0,0
"121.86,30.97",0,13
"113.49,23.49",0,0
"121.35,30.77",0,37
"121.69,30.91",0,0
"113.77,23.13",0,0
"113.20,23.49",0,3
"113.35,23.49",0,0
"121.55,30.86",0,9
"113.71,23.41",0,0
"113.64,23.11",0,0
"121.21,30.89",0,15
"113.27,23.06",0,11
"114.26,22.60",0,0
"114.41,22.66",0,0
"113.84,23.31",0,6
"121.72,30.91",0,21
"121.07,31.09",0,1
"113.77,23.68",0,2
"113.56,22.77",0,5
"113.25,23.28",0,0
"113.77,23.48",0,9
"121.17,30.79",0,13
"121.03,30.87",0,12
"114.03,22.59",0,3
"121.57,31.37",0,1
"113.85,23.53",0,0
"121.64,31.42",0,3
"121.37,30.74",0,23
"121.35,31.38",0,10
"121.81,30.85",0,0
"121.53,31.67",0,24
"113.18,23.32",0,0
"121.64,30.93",0,68
"121.15,31.22",0,0
"121.29,31.24",0,0
"113.59,22.64",0,0
"121.37,31.65",0,1
"121.72,31.08",0,1
"114.24,22.63",0,0
"113.53,22.83",0,2
"121.37,31.76",0,5
"121.81,30.89",0,0
"121.79,31.50",0,4
"121.89,30.95",0,11
"121.73,30.94",0,22
"121.34,31.36",0,6
"113.25,23.47",0,0
"113.75,23.60",0,0
"121.79,31.07",0,0
"121.05,31.00",0,5
"113.12,23.46",0,0
"121.68,30.87",0,5
"113.44,22.92",0,1
"113.51,22.91",0,2
"113.89,22.82",0,2
"113.58,23.26",0,0
"121.85,30.98",0,14
"121.89,30.94",0,8
"114.53,22.65",0,2
"121.36,30.97",0,0
"113.26,23.44",0,0
"113.26,23.35",0,2
"113.76,23.23",0,0
"114.55,22.49",0,2
"121.41,30.82",0,0
"113.87,22.52",0,0
"113.87,22.65",0,4
"120.98,31.07",0,0
"121.48,31.77",0,0
"121.72,31.53",0,33
"121.13,30.95",0,4
"121.13,31.21",0,2
"113.82,23.53",0,3
"113.59,23.20",0,8
"113.37,23.28",0,2
"113.28,23.56",0,0
"121.82,30.93",0,3
"113.38,23.31",0,2
"121.56,30.90",0,10
"121.61,31.09",0,0
"113.44,23.07",0,0
"113.06,23.39",0,1
"113.43,23.21",0,0
"113.17,23.49",0,2
"113.10,23.35",0,3
"121.76,30.99",0,39
"121.05,31.07",0,26
"121.44,30.82",0,0
"113.68,23.28",0,4
"121.21,31.20",0,41
"114.47,22.58",0,1
"121.67,31.06",0,3
"113.79,23.41",0,4
"121.25,30.90",0,20
"121.70,30.86",0,0
"121.33,30.95",0,97
"114.19,22.62",0,1
"114.00,22.58",0,0
"113.64,22.70",0,0
"121.19,30.81",0,0
"121.36,30.81",0,2
"121.52,31.05",0,2
"113.51,23.45",0,5
"121.16,31.24",0,4
"121.18,31.09",0,10
"121.34,31.47",0,15
"121.66,31.26",0,10
"121.44,31.72",0,14
"121.14,31.06",0,72
"113.35,23.34",0,0
"121.83,31.04",0,142
"113.95,22.81",0,0
"113.55,23.51",0,2
"113.67,23.22",0,0
"114.09,22.75",0,5
"121.81,31.03",0,0
"121.18,31.23",0,10
"114.41,22.74",0,2
"121.27,30.98",0,16
"113.52,23.23",0,0
"121.40,30.95",0,0
"121.35,31.45",0,1
"121.19,31.14",0,11
"121.08,30.86",0,11
"113.62,22.56",0,0
"114.50,22.61",0,0
"121.79,31.54",0,4
"121.23,31.42",0,28
"113.60,22.32",0,3
"113.28,23.42",0,4
"113.81,23.87",0,0
"113.77,22.72",0,5
"113.18,23.22",0,0
"113.32,23.24",0,0
"121.30,30.89",0,2
"121.19,31.18",0,4
"121.47,31.09",0,14
"121.31,31.38",0,5
"113.63,23.58",0,0
"121.73,31.01",0,11
"113.85,23.56",0,0
"121.49,31.68",0,96
"113.43,22.80",0,0
"121.23,31.08",0,2
"121.08,31.22",0,35
"113.55,23.56",0,2
"113.48,22.83",0,0
"114.05,22.76",0,0
"121.33,31.71",0,1
"113.23,23.51",0,2
"113.70,23.23",0,0
"113.47,23.32",0,3
"113.28,23.00",0,6
"113.89,22.62",0,0
"113.47,23.14",0,6
"120.90,31.02",0,13
"113.78,22.64",0,0
"121.26,31.45",0,6
"121.15,30.93",0,11
"113.51,22.85",0,0
"113.39,22.84",0,1
"121.73,31.24",0,0
"113.35,23.23",0,0
"121.52,31.59",0,19
"121.86,30.89",0,1
"121.60,30.86",0,0
"121.55,31.60",0,0
"113.74,23.20",0,2
"113.42,22.77",0,0
"121.61,31.55",0,24
"121.49,31.66",0,8
"121.33,31.50",0,0
"120.91,31.05",0,19
"114.30,22.75",0,0
"113.21,23.50",0,0
"113.47,23.21",0,47
"114.33,22.66",0,0
"113.31,22.89",0,1
"121.62,31.63",0,0
"121.45,30.83",0,0
"113.47,23.51",0,0
"113.71,23.59",0,0
"121.88,31.01",0,6
"114.00,23.85",0,2
"113.30,22.89",0,2
"113.39,23.38",0,11
"121.53,30.94",0,3
"113.78,23.22",0,10
"121.16,31.26",0,0
"121.37,31.30",0,2
"121.78,30.99",0,2
"121.33,31.83",0,34
"120.91,31.06",0,3
"113.52,22.96",0,0
"113.50,23.42",0,2
"121.69,31.09",0,5
"121.64,31.09",0,28
"121.15,30.95",0,10
"121.89,30.87",0,5
"121.67,31.05",0,18
"113.81,23.37",0,0
"114.33,22.81",0,1
"121.36,30.88",0,4
"121.45,31.72",0,5
"113.07,23.45",0,1
"113.61,22.24",0,0
"121.06,30.96",0,1
"113.42,23.36",0,1
"121.14,30.89",0,6
"113.87,22.43",0,0
"113.27,23.31",0,10
"113.79,22.66",0,0
"121.70,30.99",0,40
"121.36,30.83",0,8
"113.81,23.24",0,0
"113.90,22.65",0,5
"113.16,23.30",0,0
"121.69,31.38",0,17
"121.10,31.06",0,1
"121.78,30.97",0,1
"113.40,23.31",0,0
"121.64,31.29",0,5
"113.43,22.93",0,2
"113.47,23.04",0,0
"121.22,30.83",0,10
"113.08,23.30",0,0
"113.44,22.79",0,10
"113.18,23.23",0,15
"121.84,31.45",0,0
"113.64,23.15",0,2
"113.79,23.51",0,1
"121.77,31.47",0,0
"121.54,30.98",0,24
"113.51,23.24",0,0
"113.88,23.69",0,0
"121.53,30.91",0,5
"113.55,23.28",0,6
"113.50,22.79",0,0
"121.02,31.00",0,1
"121.55,31.56",0,19
"121.08,31.09",0,4
"113.70,23.22",0,1
"121.71,31.60",0,18
"121.51,31.59",0,33
"121.73,30.85",0,3
"113.41,22.82",0,2
"113.57,22.42",0,0
"113.26,23.33",0,0
"114.50,22.52",0,0
"121.74,30.94",0,0
"113.72,23.70",0,4
"113.79,23.42",0,47
"113.86,23.23",0,0
"113.83,23.49",0,0
"113.66,23.58",0,0
"114.16,22.67",0,0
"121.20,31.08",0,10
"121.29,30.96",0,0
"113.32,23.41",0,0
"121.22,30.98",0,10
"121.24,31.14",0,2
"113.02,23.43",0,0
"121.46,31.59",0,8
"113.50,22.86",0,1
"113.49,23.23",0,4
"121.55,31.10",0,13
"113.62,23.17",0,5
"121.24,31.24",0,148
"121.05,30.96",0,13
"121.08,31.19",0,1
"121.54,31.03",0,1
"121.20,31.46",0,4
"121.80,31.60",0,29
"121.16,31.11",0,37
"113.84,23.15",0,0
"113.55,23.31",0,0
"121.65,31.13",0,5
"113.54,23.58",0,0
"121.74,31.24",0,37
"121.24,31.13",0,3
"121.39,31.44",0,3
"121.93,30.88",0,4
"121.86,30.88",0,17
"113.64,23.70",0,2
"121.07,31.22",0,8
"113.44,23.32",0,0
"120.95,31.08",0,33
"113.56,23.51",0,9
"113.60,22.78",0,13
"121.45,30.88",0,46
"121.25,31.26",0,1
"113.73,23.49",0,1
"113.96,22.66",0,0
"121.53,30.82",0,8
"113.78,23.19",0,2
"121.36,31.32",0,6
"121.72,31.17",0,2
"121.72,31.40",0,18
"121.38,31.65",0,1
"121.64,31.13",0,3
"121.78,30.93",0,0
"113.64,23.62",0,0
"113.53,22.93",0,0
"121.88,30.95",0,0
"114.31,22.61",0,0
"113.28,22.91",0,3
"113.40,22.79",0,0
"113.42,23.65",0,0
"113.47,22.81",0,3
"113.50,22.71",0,0
"113.84,23.45",0,0
"121.68,30.86",0,0
"113.05,23.31",0,0
"114.18,22.61",0,0
"121.81,31.05",0,1
"113.11,23.43",0,7
"121.18,30.82",0,32
"121.34,31.70",0,18
"114.10,22.67",0,1
"113.42,23.41",0,2
"113.56,23.52",0,2
"113.57,23.31",0,0
"121.73,30.96",0,6
"113.66,22.29",0,0
"113.28,23.51",0,0
"121.12,30.89",0,9
"121.32,31.82",0,10
"121.21,30.95",0,0
"113.58,23.21",0,0
"113.79,23.20",0,34
"121.83,30.86",0,2
"113.54,23.24",0,0
"121.22,31.63",0,2
"113.79,22.41",0,0
"121.33,31.70",0,0
"121.48,30.99",0,0
"120.98,31.03",0,0
"114.48,22.49",0,0
"121.69,31.42",0,2
"113.21,23.34",0,0
"114.09,22.60",0,0
"121.84,31.48",0,0
"121.72,31.52",0,32
"121.22,31.73",0,0
"121.06,30.89",0,0
"121.34,31.45",0,3
"113.54,23.42",0,2
"113.73,23.29",0,0
"121.61,31.01",0,4
"113.41,23.69",0,0
"121.29,31.07",0,55
"113.24,23.43",0,0
"113.31,23.34",0,0
"121.12,31.05",0,14
"113.30,22.87",0,4
"121.49,31.67",0,30
"113.42,23.40",0,2
"113.19,23.09",0,11
"113.63,23.19",0,0
"121.02,30.84",0,1
"121.53,31.01",0,3
"121.84,31.51",0,1
"121.52,30.94",0,12
"121.64,30.94",0,120
"113.52,22.73",0,0
"121.75,31.08",0,14
"121.38,31.82",0,4
"121.62,31.17",0,6
"121.92,30.87",0,1
"121.76,31.02",0,3
"113.42,23.29",0,0
"114.17,22.66",0,1
"121.82,30.98",0,7
"121.45,31.00",0,9
"113.45,23.03",0,14
"121.56,31.32",0,1
"121.39,30.88",0,18
"121.29,31.23",0,2
"113.14,23.39",0,0
"113.65,22.68",0,0
"114.18,22.66",0,0
"121.21,30.90",0,5
"113.97,22.79",0,0
"113.30,23.49",0,4
"113.48,23.41",0,0
"113.85,23.25",0,20
"113.41,23.24",0,7
"121.47,30.94",0,45
"121.54,31.00",0,1
"113.36,23.48",0,0
"121.87,30.93",0,3
"121.06,31.12",0,25
"114.19,22.77",0,0
"113.57,23.26",0,0
"113.19,23.29",0,2
"121.17,30.95",0,10
"113.19,23.22",0,0
"113.09,23.44",0,0
"113.04,23.41",0,0
"113.32,23.46",0,6
"121.75,31.36",0,2
"113.55,22.84",0,0
"121.18,30.84",0,19
"121.04,30.90",0,6
"113.80,22.60",0,0
"113.65,23.57",0,0
"113.13,23.47",0,13
"121.16,31.36",0,40
"113.50,23.01",0,7
"113.44,23.36",0,0
"113.42,23.22",0,0
"121.02,30.86",0,4
"113.58,22.66",0,1
"121.62,30.99",0,12
"121.43,30.81",0,5
"114.50,22.65",0,0
"113.76,22.67",0,4
"113.62,23.37",0,0
"121.43,30.85",0,11
"121.69,30.92",0,1
"121.15,30.86",0,0
"121.23,30.89",0,4
"114.02,22.59",0,0
"113.50,23.36",0,0
"113.00,23.37",0,0
"121.33,30.77",0,4
"113.47,23.13",0,0
"121.73,30.92",0,4
"121.36,31.74",0,43
"113.37,22.77",0,0
"114.49,22.49",0,0
"113.52,23.57",0,1
"121.01,30.99",0,0
"121.74,31.12",0,131
"113.65,23.61",0,0
"113.47,23.42",0,0
"121.49,30.82",0,0
"121.33,31.75",0,5
"121.75,30.89",0,2
"113.20,23.30",0,0
"113.45,22.93",0,0
"121.82,30.89",0,2
"113.67,22.62",0,0
"121.70,30.93",0,1
"113.47,22.91",0,0
"113.53,22.89",0,3
"113.68,23.52",0,0
"121.40,30.91",0,52
"113.46,23.09",0,2
"121.46,31.00",0,15
"121.50,30.94",0,10
"113.59,23.28",0,2
"121.19,30.97",0,18
"121.76,31.48",0,8
"113.17,23.07",0,28
"113.45,22.87",0,2
"121.08,30.87",0,74
"113.18,23.36",0,2
"121.27,30.79",0,11
"121.67,31.40",0,11
"121.22,30.87",0,3
"121.36,31.49",0,0
"113.83,23.33",0,4
"113.88,23.70",0,0
"113.50,23.00",0,4
"113.89,23.41",0,5
"121.13,31.24",0,147
"113.54,23.57",0,3
"113.51,23.39",0,0
"113.68,23.65",0,0
"121.69,31.08",0,0
"113.83,23.32",0,22
"114.28,22.79",0,0
"113.42,23.34",0,0
"113.51,22.89",0,2
"113.20,23.48",0,4
"121.28,31.41",0,3
"113.85,22.67",0,0
"113.45,22.82",0,0
"121.03,30.85",0,0
"113.90,22.69",0,0
"113.44,22.77",0,0
"113.73,23.17",0,0
"114.09,22.59",0,0
"114.01,22.72",0,0
"121.45,30.80",0,0
"121.77,31.02",0,123
"121.00,31.07",0,0
"121.85,30.91",0,7
"121.47,30.79",0,0
"113.62,23.25",0,0
"121.70,31.27",0,80
"121.18,31.25",0,42
"113.66,23.62",0,0
"121.56,31.02",0,9
"113.53,23.23",0,0
"121.25,31.59",0,0
"121.21,30.98",0,14
"113.49,23.43",0,6
"121.28,30.71",0,18
"113.14,23.48",0,10
"121.11,30.95",0,4
"113.75,23.58",0,0
"113.14,23.31",0,2
"113.63,23.70",0,4
"113.11,23.38",0,0
"113.47,23.47",0,2
"121.58,30.98",0,43
"113.66,22.65",0,0
"121.38,31.62",0,2
"121.62,31.53",0,4
"113.31,22.90",0,1
"113.42,23.06",0,0
"121.34,30.78",0,0
"113.61,22.55",0,0
"121.77,30.99",0,80
"121.13,31.01",0,3
"113.43,22.82",0,1
"113.73,23.22",0,0
"113.83,23.17",0,0
"113.92,22.81",0,0
"113.72,23.30",0,0
"113.59,23.15",0,0
"121.22,31.30",0,3
"113.46,22.76",0,4
"113.30,23.46",0,2
"121.70,31.23",0,3
"113.95,22.82",0,9
"121.68,31.42",0,0
"113.39,22.83",0,1
"113.49,23.01",0,2
"113.27,23.34",0,0
"121.37,31.46",0,0
"121.32,31.83",0,4
"114.22,22.60",0,0
"121.18,30.78",0,40
"113.58,22.31",0,4
"114.29,22.60",0,15
"121.30,31.84",0,5
"113.86,23.71",0,0
"113.64,23.17",0,3
"113.61,22.38",0,4
"113.65,22.60",0,0
"113.31,23.33",0,0
"113.79,23.32",0,0
"113.65,23.30",0,0
"121.16,31.25",0,85
"121.22,31.45",0,16
"113.48,23.28",0,0
"121.12,30.93",0,12
"113.85,23.18",0,2
"121.90,30.99",0,12
"121.25,31.30",0,2
"121.86,31.33",0,0
"113.22,23.48",0,4
"113.94,23.74",0,0
"121.06,31.06",0,2
"121.28,31.46",0,1
"121.77,31.16",0,4
"113.18,23.27",0,0
"113.87,22.84",0,4
"121.20,30.99",0,4
"121.80,31.47",0,2
"113.82,23.33",0,0
"121.82,31.33",0,0
"121.46,31.63",0,1
"121.84,31.47",0,15
"121.01,31.00",0,0
"114.34,22.77",0,0
"113.21,23.51",0,0
"113.69,23.16",0,8
"113.73,23.19",0,2
"121.03,30.89",0,27
"121.56,31.06",0,16
"114.03,22.51",0,0
"121.53,31.59",0,13
"113.48,23.24",0,0
"121.39,30.98",0,0
"113.58,23.37",0,0
"121.40,31.48",0,0
"113.47,23.48",0,2
"113.27,23.38",0,23
"114.50,22.58",0,0
"114.01,22.52",0,0
"121.77,31.36",0,0
"121.47,30.87",0,7
"121.00,30.91",0,0
"113.48,23.12",0,6
"113.76,23.17",0,0
"121.68,30.92",0,18
"113.80,22.64",0,0
"121.51,31.57",0,11
"121.01,30.95",0,1
"121.88,31.53",0,5
"121.06,31.25",0,3
"113.43,23.36",0,0
"121.56,31.38",0,8
"120.97,31.05",0,7
"113.30,23.52",0,0
"114.47,22.61",0,0
"113.52,22.83",0,9
"113.88,23.41",0,2
"114.28,22.60",0,1
"121.54,30.91",0,1
"121.53,30.98",0,27
"121.52,31.01",0,4
"113.48,23.38",0,0
"121.56,31.08",0,3
"121.21,31.64",0,0
"121.80,30.86",0,11
"121.26,30.89",0,27
"121.56,30.82",0,0
"121.61,30.94",0,0
"113.15,23.34",0,0
"121.48,30.88",0,2
"121.30,30.81",0,1
"121.30,31.74",0,8
"113.78,23.42",0,15
"113.65,23.25",0,0
"121.76,31.19",0,5
"121.58,31.57",0,62
"121.64,31.52",0,0
"121.54,31.02",0,7
"113.33,23.34",0,2
"121.10,30.91",0,3
"121.46,31.69",0,23
"121.91,30.85",0,0
"114.51,22.63",0,0
"121.39,30.76",0,7
"114.23,22.54",0,0
"113.86,23.30",0,0
"113.48,23.06",0,2
"113.33,23.46",0,4
"113.93,22.66",0,0
"113.62,22.75",0,3
"121.08,31.20",0,1
"113.12,23.45",0,0
"113.57,22.65",0,1
"121.21,30.97",0,0
"121.17,31.34",0,30
"113.29,23.40",0,0
"113.54,22.94",0,0
"120.99,31.07",0,0
"121.32,31.72",0,4
"112.96,23.44",0,0
"113.38,23.32",0,3
"121.76,30.87",0,15
"113.52,23.25",0,2
"121.70,31.55",0,22
"121.71,30.91",0,1
"121.26,31.43",0,9
"121.63,31.57",0,23
"121.54,30.96",0,21
"121.22,31.75",0,0
"121.39,31.39",0,3
"113.33,23.41",0,0
"121.30,31.48",0,41
"113.96,22.62",0,2
"113.78,23.32",0,0
"113.75,23.22",0,0
"121.40,31.70",0,35
"121.72,31.13",0,12
"113.55,23.42",0,1
"120.92,31.03",0,0
"121.37,30.75",0,4
"121.57,30.97",0,7
"121.36,30.94",0,1
"121.67,31.32",0,0
"121.72,30.93",0,39
"121.78,31.11",0,1
"121.49,31.72",0,18
"113.17,23.30",0,0
"113.27,23.28",0,0
"121.65,31.25",0,4
"121.19,30.90",0,11
"114.30,22.80",0,0
"121.12,31.29",0,96
"113.85,22.36",0,0
"113.55,23.30",0,0
"113.83,23.12",0,0
"121.26,30.78",0,0
"113.64,23.58",0,0
"113.84,23.71",0,0
"121.68,31.30",0,5
"113.19,23.28",0,0
"113.40,22.76",0,12
"113.48,22.91",0,2
"113.27,23.48",0,0
"121.77,31.07",0,10
"121.26,31.47",0,22
"121.57,31.39",0,0
"113.33,23.48",0,0
"121.76,31.00",0,16
"121.60,31.53",0,0
"113.74,23.76",0,0
"113.46,23.58",0,2
"113.41,23.29",0,0
"121.67,31.42",0,1
"113.89,22.83",0,0
"113.68,23.64",0,0
"113.93,23.78",0,0
"121.21,31.30",0,7
"121.42,31.67",0,23
"113.66,22.67",0,0
"113.48,22.88",0,6
"121.45,31.01",0,3
"121.42,31.74",0,4
"121.49,31.04",0,0
"121.11,30.98",0,2
"121.47,31.65",0,0
"113.84,22.56",0,0
"113.84,23.23",0,2
"121.82,31.16",0,0
"113.76,23.57",0,4
"121.50,31.72",0,12
"114.51,22.53",0,0
"113.54,22.68",0,0
"113.97,22.66",0,0
"121.38,31.68",0,2
"113.35,23.55",0,0
"121.82,31.52",0,18
"113.58,22.30",0,0
"113.57,22.74",0,3
"121.05,30.90",0,12
"113.71,23.61",0,0
"113.46,23.29",0,0
"121.30,30.72",0,11
"121.59,31.64",0,24
"121.82,31.53",0,0
"113.46,23.51",0,0
"113.38,23.43",0,1
"113.68,23.21",0,2
"113.75,23.24",0,2
"113.06,23.28",0,0
"113.80,23.25",0,0
"120.99,31.10",0,15
"121.89,30.91",0,2
"113.47,23.02",0,10
"113.51,22.75",0,1
"113.58,22.74",0,13
"113.87,23.21",0,0
"113.73,23.21",0,11
"121.17,31.26",0,7
"113.49,22.86",0,22
"121.31,30.93",0,26
"113.73,23.70",0,2
"121.70,31.28",0,7
"113.81,23.32",0,0
"113.87,22.64",0,4
"114.50,22.62",0,0
"121.13,31.06",0,13
"121.18,30.89",0,16
"121.74,30.95",0,11
"113.90,22.64",0,2
"121.46,31.61",0,2
"121.88,31.45",0,0
"121.78,31.54",0,8
"121.43,30.84",0,13
"113.83,23.31",0,12
"114.40,22.61",0,1
"121.66,30.95",0,0
"121.02,30.97",0,40
"121.35,30.87",0,0
"113.41,23.41",0,0
"113.67,23.69",0,0
"121.29,30.73",0,21
"113.57,23.33",0,0
"121.47,31.36",0,0
"113.38,23.42",0,0
"121.60,30.96",0,9
"121.34,31.03",0,0
"114.35,22.75",0,0
"113.33,23.35",0,0
"121.22,31.40",0,2
"114.15,22.60",0,2
"113.61,23.26",0,0
"113.49,22.93",0,2
"121.41,30.89",0,1
"121.23,31.60",0,0
"113.31,23.40",0,0
"113.99,22.58",0,0
"113.86,23.73",0,0
"121.09,30.89",0,1
"113.09,23.31",0,2
"113.80,23.40",0,30
"121.89,30.86",0,2
"113.35,23.50",0,0
"113.25,23.02",0,0
"121.45,30.87",0,70
"113.39,23.42",0,0
"121.95,30.88",0,0
"113.63,23.31",0,1
"114.42,22.75",0,11
"121.19,31.46",0,26
"113.80,23.68",0,0
"121.17,31.25",0,14
"113.49,22.71",0,0
"121.72,30.89",0,0
"121.68,31.09",0,2
"121.31,30.72",0,8
"113.21,23.33",0,0
"121.74,31.21",0,7
"121.38,31.73",0,3
"113.19,23.06",0,2
"113.51,22.74",0,0
"113.79,23.31",0,10
"113.31,23.32",0,0
"113.73,23.23",0,4
"113.53,23.55",0,0
"113.98,22.66",0,1
"113.60,22.74",0,0
"113.46,23.44",0,5
"113.21,23.31",0,2
"121.87,30.88",0,8
"113.66,23.17",0,5
"121.33,30.80",0,13
"113.56,23.55",0,1
"121.31,31.39",0,5
"121.25,30.89",0,4
"121.21,31.77",0,3
"121.28,31.29",0,78
"121.31,30.76",0,41
"121.21,31.76",0,2
"113.55,22.39",0,0
"121.42,30.98",0,6
"121.09,31.12",0,0
"121.20,30.97",0,30
"121.41,30.92",0,70
"121.43,30.90",0,4
"113.26,23.32",0,2
"113.28,23.50",0,0
"121.31,31.42",0,9
"114.34,22.61",0,9
"113.32,23.37",0,2
"113.62,23.30",0,0
"121.40,31.65",0,18
"113.82,22.55",0,0
"121.35,31.47",0,8
"121.14,31.27",0,84
"121.83,30.89",0,14
"113.43,22.77",0,0
"121.74,30.98",0,1
"113.43,23.25",0,2
"121.73,31.02",0,4
"113.97,22.80",0,0
"121.43,31.64",0,20
"113.29,23.51",0,0
"121.12,31.11",0,4
"121.28,30.98",0,25
"113.80,23.19",0,0
"113.79,23.56",0,0
"121.70,31.63",0,7
"121.62,31.06",0,1
"113.44,22.82",0,0
"121.64,31.00",0,77
"121.36,31.83",0,0
"121.62,31.08",0,0
"113.48,23.42",0,0
"121.21,31.75",0,3
"121.09,31.01",0,0
"121.95,31.49",0,0
"113.49,22.78",0,5
"113.51,22.92",0,16
"113.56,23.62",0,2
"121.22,31.26",0,1
"121.57,31.38",0,0
"113.34,23.45",0,0
"120.90,31.05",0,4
"121.72,30.99",0,6
"113.58,22.67",0,0
"113.97,22.65",0,0
"121.81,31.51",0,17
"113.06,23.32",0,20
"121.11,30.97",0,6
"113.28,22.95",0,7
"121.02,31.04",0,0
"113.65,22.62",0,0
"121.78,31.13",0,8
"113.50,23.06",0,0
"113.74,23.21",0,2
"121.36,30.82",0,9
"113.77,23.65",0,4
"114.01,23.91",0,0
"113.80,23.31",0,0
"114.37,22.62",0,0
"113.47,22.86",0,4
"113.28,23.47",0,0
"113.85,22.51",0,0
"121.20,30.92",0,0
"113.39,23.61",0,0
"113.34,22.87",0,12
"113.38,23.27",0,2
"113.88,22.71",0,0
"121.23,30.90",0,22
"121.16,30.94",0,29
"121.21,31.09",0,20
"113.47,23.23",0,0
"121.55,31.03",0,1
"121.65,30.98",0,212
"121.14,30.97",0,8
"121.76,30.98",0,8
"113.31,22.88",0,0
"113.29,23.45",0,0
"121.17,31.43",0,23
"121.45,30.82",0,7
"113.38,23.46",0,18
"113.44,23.61",0,0
"121.41,30.85",0,1
"113.65,23.32",0,2
"121.44,30.88",0,4
"121.54,31.65",0,2
"113.60,23.26",0,0
"113.73,23.35",0,0
"113.73,22.66",0,0
"121.88,30.93",0,2
"121.94,30.89",0,4
"121.03,30.96",0,17
"113.81,22.42",0,0
