o,tube_stops_o,car_prob_o
"121.22,30.90",0,5
"121.18,31.01",0,8
"121.21,30.95",0,22
"113.48,22.91",0,48
"121.74,31.12",0,76
"121.47,30.89",0,34
"113.55,22.74",0,27
"121.36,30.83",0,4
"121.62,31.17",0,103
"121.21,31.14",0,37
"121.66,31.00",0,7
"113.31,23.35",0,57
"121.67,30.92",0,168
"113.85,22.50",0,120
"121.40,31.66",0,0
"113.72,23.20",0,2
"114.35,22.64",0,9
"121.66,31.56",0,320
"113.81,23.31",0,41
"121.46,31.13",0,4
"121.18,30.98",0,51
"121.15,31.04",0,317
"121.47,30.94",0,400
"113.24,23.51",0,3
"113.87,22.73",0,103
"121.65,31.00",0,67
"113.54,22.88",0,114
"121.25,30.87",0,11
"121.15,30.93",0,148
"121.43,31.64",0,10
"121.49,30.86",0,27
"121.32,30.81",0,0
"121.40,30.79",0,26
"113.50,22.82",0,11
"121.71,30.89",0,19
"113.90,22.49",0,246
"114.00,22.57",0,108
"121.01,30.91",0,92
"113.40,22.88",0,11
"113.54,23.60",0,64
"113.38,22.86",0,11
"121.26,31.10",0,42
"121.03,31.05",0,32
"121.65,31.12",0,8
"121.09,30.94",0,10
"121.32,31.42",0,78
"121.39,30.90",0,400
"121.09,30.92",0,100
"121.25,31.23",0,22
"113.61,22.37",0,0
"121.60,31.34",0,30
"113.79,22.64",0,374
"121.32,31.40",0,24
"113.46,23.43",0,7
"121.47,31.01",0,400
"121.50,30.87",0,148
"113.38,22.91",0,0
"121.64,31.04",0,142
"113.28,23.43",0,106
"121.60,30.97",0,225
"121.26,30.98",0,192
"121.22,31.31",0,17
"113.37,23.39",0,215
"113.06,23.45",0,0
"113.77,23.43",0,0
"121.07,31.02",0,400
"113.28,23.42",0,41
"113.40,22.91",0,12
"121.56,30.98",0,214
"113.44,22.83",0,400
"121.22,30.96",0,10
"121.65,31.09",0,151
"121.84,30.92",0,78
"113.60,23.18",0,211
"113.59,23.23",0,1
"113.46,23.04",0,4
"121.18,30.90",0,6
"113.18,23.36",0,45
"113.09,23.33",0,215
"121.17,31.04",0,10
"121.12,31.25",0,26
"121.24,30.78",0,57
"121.37,30.89",0,0
"121.29,30.89",0,56
"113.46,22.99",0,243
"113.41,23.26",0,27
"121.03,31.12",0,35
"121.78,30.93",0,14
"121.68,30.92",0,148
"121.97,30.88",0,10
"114.33,22.61",0,71
"121.63,30.96",0,148
"121.24,31.16",0,400
"113.51,22.96",0,7
"121.42,30.91",0,60
"113.51,23.05",0,41
"114.35,22.77",0,39
"113.49,23.11",0,2
"121.12,30.96",0,24
"113.55,22.82",0,16
"121.71,31.14",0,44
"121.62,31.55",0,111
"121.35,31.66",0,305
"121.71,31.56",0,46
"113.56,23.28",0,63
"113.20,23.44",0,385
"121.31,31.50",0,24
"113.26,23.29",0,344
"121.71,31.23",0,311
"121.29,30.73",0,24
"113.64,23.34",0,12
"113.60,23.52",0,5
"113.52,23.47",0,243
"114.52,22.53",0,4
"114.42,22.76",0,34
"121.68,30.87",0,2
"113.16,23.30",0,243
"121.22,31.40",0,103
"121.37,31.42",0,148
"121.23,31.46",0,20
"121.17,31.31",0,400
"121.93,30.90",0,383
"121.53,30.92",0,271
"113.10,23.31",0,20
"113.54,23.58",0,16
"121.33,30.78",0,13
"113.86,22.71",0,28
"121.45,31.59",0,29
"113.43,22.85",0,173
"121.79,31.13",0,348
"114.53,22.50",0,9
"121.72,31.01",0,166
"121.33,30.81",0,21
"113.64,23.36",0,78
"121.02,30.98",0,6
"114.39,22.62",0,37
"113.21,23.49",0,22
"113.75,23.27",0,147
"113.45,22.92",0,73
"121.33,30.96",0,79
"113.57,22.77",0,243
"121.62,30.91",0,8
"113.52,23.26",0,88
"113.58,23.10",0,151
"113.15,23.34",0,105
"113.56,22.81",0,243
"121.19,31.08",0,104
"121.49,30.84",0,170
"121.21,31.18",0,148
"113.85,23.19",0,4
"121.81,31.56",0,213
"113.04,23.47",0,41
"113.14,23.37",0,0
"121.62,31.53",0,363
"113.64,22.67",0,20
"113.47,23.02",0,400
"121.73,30.96",0,12
"121.94,30.88",0,148
"113.29,23.44",0,0
"121.81,31.09",0,103
"113.62,23.19",0,243
"121.14,31.26",0,335
"121.23,30.76",0,400
"113.54,23.55",0,4
"121.35,30.77",0,34
"114.55,22.56",0,0
"113.44,22.93",0,400
"113.71,23.16",0,174
"113.63,22.55",0,16
"113.94,22.62",0,4
"121.37,31.47",0,126
"121.21,31.40",0,20
"113.69,23.14",0,138
"121.20,30.99",0,343
"113.87,22.52",0,400
"114.40,22.73",0,6
"121.64,30.93",0,168
"113.35,23.22",0,51
"114.57,22.55",0,4
"121.31,30.92",0,148
"121.66,30.99",0,148
"114.44,22.63",0,58
"113.59,22.29",0,3
"114.02,22.58",0,0
"113.39,23.27",0,106
"113.52,22.84",0,243
"121.36,31.69",0,103
"121.84,30.89",0,2
"121.76,31.45",0,400
"113.38,23.32",0,88
"121.44,30.82",0,16
"121.11,31.03",0,170
"121.85,31.53",0,4
"113.62,23.37",0,91
"121.13,31.20",0,359
"121.17,30.94",0,22
"113.50,23.38",0,80
"113.34,23.44",0,88
"113.27,23.32",0,54
"121.13,31.33",0,6
"121.53,30.83",0,48
"121.17,31.21",0,4
"113.81,23.41",0,25
"113.24,23.43",0,105
"121.83,31.07",0,59
"121.65,30.99",0,1
"121.73,31.25",0,311
"113.48,23.32",0,4
"121.32,30.92",0,48
"121.30,30.71",0,171
"121.46,31.08",0,142
"121.57,30.92",0,148
"121.61,31.58",0,359
"113.20,23.50",0,35
"121.35,31.04",0,194
"113.88,22.64",0,37
"121.26,31.48",0,400
"113.14,23.45",0,116
"121.68,31.55",0,4
"121.48,30.80",0,4
"121.28,31.31",0,13
"113.53,22.69",0,8
"121.67,31.39",0,204
"113.52,23.52",0,57
"121.83,31.53",0,74
"113.35,22.88",0,73
"113.41,23.22",0,52
"121.79,30.96",0,34
"121.67,31.13",0,167
"113.53,22.95",0,38
"120.94,31.07",0,3
"113.12,23.44",0,149
"121.69,31.02",0,344
"113.65,23.28",0,114
"121.19,31.39",0,17
"121.14,31.18",0,294
"121.15,30.92",0,400
"113.53,23.28",0,134
"121.82,31.02",0,359
"121.52,31.01",0,178
"113.60,22.58",0,0
"121.24,31.21",0,258
"121.14,30.90",0,59
"113.41,22.87",0,105
"121.45,30.86",0,271
"121.69,31.40",0,105
"121.33,31.00",0,136
"114.53,22.51",0,203
"113.50,23.01",0,117
"113.21,23.34",0,346
"114.53,22.48",0,23
"113.39,23.03",0,13
"121.82,30.88",0,21
"121.33,31.02",0,39
"113.49,23.44",0,241
"121.75,30.86",0,53
"121.61,30.98",0,400
"113.31,23.51",0,243
"121.58,30.98",0,46
"121.15,31.11",0,30
"113.28,23.48",0,3
"121.07,31.26",0,400
"121.15,31.05",0,197
"121.67,31.53",0,50
"113.65,22.66",0,1
"121.64,31.25",0,96
"113.31,23.34",0,3
"121.76,31.53",0,27
"113.34,23.06",0,400
"113.77,22.66",0,67
"121.24,30.80",0,8
"121.67,30.93",0,47
"113.45,23.37",0,29
"113.89,23.44",0,15
"113.85,23.29",0,68
"113.11,23.48",0,243
"113.49,23.02",0,88
"121.45,31.00",0,27
"114.21,22.56",0,316
"121.92,30.93",0,221
"121.52,31.05",0,56
"121.07,31.19",0,184
"113.66,22.66",0,117
"114.42,22.60",0,108
"121.56,30.99",0,20
"121.37,30.76",0,395
"121.24,31.45",0,55
"121.53,30.86",0,148
"121.37,30.74",0,35
"121.47,31.38",0,45
"113.77,23.17",0,173
"121.79,31.09",0,63
"113.39,23.42",0,0
"121.30,31.35",0,176
"121.35,30.88",0,155
"121.57,31.62",0,266
"113.67,23.62",0,0
"121.32,31.37",0,55
"113.26,23.53",0,54
"113.95,23.81",0,41
"113.27,23.50",0,92
"121.23,31.47",0,12
"113.56,23.16",0,162
"121.50,30.88",0,103
"113.67,23.72",0,261
"121.28,30.71",0,30
"121.26,31.24",0,160
"113.84,23.15",0,173
"113.33,23.46",0,93
"121.19,30.86",0,32
"113.20,23.26",0,243
"121.30,31.36",0,170
"121.14,31.25",0,8
"113.41,23.70",0,0
"121.06,30.87",0,0
"121.51,31.35",0,148
"113.81,23.27",0,11
"114.22,22.57",0,74
"114.31,22.61",0,400
"113.86,23.22",0,243
"121.45,30.98",0,2
"113.95,22.67",0,29
"121.03,30.91",0,0
"121.09,30.93",0,194
"113.39,23.34",0,6
"113.80,22.41",0,400
"113.79,23.42",0,243
"113.50,23.46",0,45
"113.79,23.28",1,87
"121.29,31.24",0,52
"113.31,23.48",0,41
"113.46,22.91",0,22
"121.47,31.00",0,63
"121.18,30.97",0,239
"121.78,31.01",0,127
"121.32,30.87",0,16
"113.31,22.87",0,135
"113.34,23.40",0,36
"121.18,30.89",0,31
"121.77,31.00",0,163
"121.42,30.96",0,22
"113.24,23.52",0,88
"113.78,23.18",0,162
"121.23,30.89",0,49
"121.74,30.88",0,5
"121.71,31.20",0,118
"113.35,23.45",0,41
"113.49,22.86",0,3
"113.58,23.32",0,163
"113.36,23.32",0,0
"114.02,22.76",0,120
"121.65,31.30",0,25
"113.91,22.63",0,222
"114.53,22.56",0,9
"114.51,22.52",0,2
"113.45,23.02",0,10
"113.06,23.48",0,400
"120.96,31.07",0,6
"114.33,22.64",0,16
"113.78,23.21",0,8
"121.52,30.82",0,400
"113.44,23.35",0,3
"113.54,23.50",0,87
"113.46,22.86",0,25
"121.26,31.29",0,53
"113.80,23.17",0,173
"121.72,31.15",0,85
"113.39,23.46",0,0
"113.32,22.89",0,134
"121.30,30.94",0,15
"121.77,31.09",0,31
"121.79,30.88",0,3
"121.09,31.18",0,41
"121.86,30.94",0,400
"121.52,30.89",0,16
"121.49,31.71",0,144
"114.48,22.51",0,138
"114.30,22.62",0,17
"113.06,23.37",0,214
"113.38,23.15",0,241
"121.70,30.99",0,5
"121.72,31.60",0,32
"121.86,31.01",0,8
"113.40,23.66",0,375
"114.19,22.71",0,40
"120.98,31.06",0,1
"113.18,23.32",0,93
"113.43,22.93",0,41
"113.77,22.72",0,68
"121.30,30.82",0,57
"113.76,23.56",0,4
"113.39,22.76",0,236
"121.55,31.56",0,45
"121.04,30.91",0,231
"121.43,30.91",0,1
"113.58,23.17",0,57
"113.35,23.04",0,68
"121.35,30.81",0,400
"121.47,31.03",0,64
"121.16,30.91",0,10
"113.99,22.63",0,74
"113.54,22.91",0,4
"121.49,31.01",0,46
"121.75,31.56",0,64
"121.80,31.08",0,25
"121.61,30.99",0,9
"121.85,31.09",0,10
"113.73,23.71",0,243
"121.20,31.15",0,38
"113.47,23.45",0,173
"114.53,22.53",0,86
"121.56,31.08",0,103
"121.19,31.40",0,400
"121.17,31.00",0,400
"113.94,22.70",0,117
"113.58,22.81",0,3
"113.34,22.87",0,22
"113.57,22.74",0,15
"121.77,31.52",0,98
"113.24,23.49",0,252
"113.62,23.39",0,41
"121.44,30.81",0,43
"113.39,23.45",0,113
"113.53,23.55",0,0
"113.20,23.25",0,10
"121.78,30.92",0,56
"113.41,22.90",0,347
"113.34,22.86",0,27
"121.45,31.06",0,172
"113.49,22.94",0,4
"121.86,30.87",0,9
"113.93,23.40",0,109
"121.71,31.02",0,37
"113.65,23.32",0,1
"121.41,30.99",0,285
"121.15,31.07",0,45
"113.40,23.24",0,88
"121.83,31.02",0,16
"121.71,31.28",0,67
"113.65,22.67",0,173
"113.08,23.45",0,9
"121.74,31.16",0,77
"121.47,30.96",0,42
"121.76,30.91",0,11
"113.53,23.53",0,289
"121.15,31.22",0,369
"114.39,22.69",0,138
"121.22,31.22",0,20
"121.25,30.95",0,114
"121.86,30.91",0,129
"121.32,30.86",0,197
"121.55,31.07",0,266
"113.60,23.58",0,51
"121.18,31.32",0,119
"113.23,23.51",0,3
"113.25,23.29",0,17
"114.33,22.81",0,19
"113.83,22.58",0,61
"121.37,31.38",0,17
"121.65,30.91",0,81
"113.49,23.34",0,22
"114.05,22.76",0,10
"113.45,23.30",0,35
"121.17,31.09",0,240
"121.06,30.91",0,63
"113.10,23.41",0,92
"114.10,22.74",0,133
"113.57,23.51",0,7
"113.33,23.26",0,10
"121.68,30.91",0,383
"121.16,31.34",0,7
"121.37,31.67",0,31
"113.33,23.50",0,243
"121.73,31.54",0,383
"113.99,22.75",0,0
"113.46,23.61",0,24
"113.45,22.99",0,116
"121.44,30.93",0,6
"113.79,23.30",0,133
"121.36,30.96",0,170
"113.39,22.79",0,247
"121.78,31.51",0,0
"121.39,30.89",0,400
"113.42,22.88",0,51
"113.46,23.25",0,26
"121.27,31.35",0,11
"113.08,23.42",0,9
"121.16,31.20",0,28
"113.49,23.58",0,63
"113.85,22.83",0,73
"121.46,30.86",0,168
"121.64,30.94",0,37
"113.64,22.69",0,2
"121.28,30.76",0,1
"121.20,30.90",0,225
"121.79,30.94",0,151
"113.51,23.48",1,46
"121.73,31.16",0,113
"113.78,22.65",0,182
"113.18,23.49",0,243
"121.59,30.92",0,194
"121.72,31.50",0,21
"113.55,22.89",0,243
"121.28,31.41",0,17
"121.20,30.93",0,46
"114.35,22.75",0,202
"121.13,31.26",0,400
"121.18,30.94",0,9
"121.61,31.17",0,19
"113.03,23.32",0,243
"113.76,22.73",0,39
"121.40,30.93",0,400
"113.37,23.24",0,369
"121.11,31.19",0,110
"121.64,30.87",0,94
"113.57,23.26",0,33
"121.77,31.48",0,5
"121.71,30.94",0,14
"121.08,30.95",0,15
"121.45,31.07",0,145
"114.38,22.61",0,103
"113.52,22.86",0,223
"113.46,23.36",0,14
"113.74,23.58",0,1
"121.30,30.89",0,65
"113.16,23.31",0,346
"121.61,31.55",0,12
"121.87,31.05",0,170
"121.28,31.46",0,85
"121.03,30.97",0,305
"113.86,23.19",0,2
"113.40,23.43",0,3
"113.42,23.46",0,8
"113.85,23.72",0,18
"113.45,23.06",0,174
"121.52,31.39",0,344
"113.71,23.20",0,369
"121.71,31.62",0,22
"121.32,30.84",0,46
"113.39,23.37",0,2
"121.55,30.82",0,25
"121.72,30.93",0,33
"113.56,22.78",0,1
"113.40,23.40",0,8
"121.31,30.98",0,76
"114.00,22.75",0,400
"121.55,30.85",0,35
"113.52,22.97",0,2
"113.58,22.27",0,240
"113.33,23.37",0,116
"113.65,23.26",0,105
"121.28,30.94",0,400
"113.30,23.55",0,5
"113.52,22.88",0,17
"113.48,23.26",0,0
"121.34,31.01",0,2
"113.45,22.74",0,29
"113.82,23.27",0,31
"113.16,23.36",0,9
"121.70,31.22",0,180
"113.41,22.79",0,6
"113.85,22.69",0,4
"121.22,31.74",0,51
"121.54,31.35",0,36
"113.31,23.31",0,1
"121.06,30.99",0,12
"113.48,22.78",0,45
"121.13,31.06",0,2
"113.14,23.39",0,5
"121.42,30.88",0,59
"113.37,23.28",0,0
"121.29,30.84",0,14
"114.15,22.70",0,74
"113.82,23.22",0,59
"121.10,31.11",0,5
"113.53,23.19",0,2
"113.77,22.70",0,400
"121.75,31.36",0,1
"113.33,22.88",0,2
"113.57,23.25",0,45
"113.85,22.65",0,62
"113.56,23.60",0,0
"121.65,30.90",0,83
"113.51,23.02",0,87
"121.25,30.98",0,12
"121.00,30.85",0,73
"113.34,22.89",0,43
"121.17,31.13",0,6
"121.84,31.52",0,25
"113.54,23.17",0,369
"113.28,23.39",0,17
"121.73,31.38",0,25
"121.30,30.75",0,338
"121.78,31.07",0,34
"113.67,23.27",0,13
"113.26,23.52",0,11
"121.07,30.96",0,386
"121.13,30.93",0,5
"113.52,23.48",0,109
"114.34,22.73",0,360
"113.48,23.48",0,46
"121.21,31.19",0,47
"121.73,31.13",0,27
"113.60,22.81",0,19
"121.70,30.88",0,121
"121.79,31.04",0,34
"121.72,30.88",0,26
"121.89,30.86",0,36
"121.42,31.69",0,17
"121.39,31.65",0,95
"121.63,31.56",0,58
"121.84,31.03",0,1
"113.27,23.41",0,225
"113.46,23.08",0,1
"113.77,23.23",0,32
"114.16,22.69",0,182
"113.85,22.67",0,5
"113.55,23.52",0,385
"121.35,30.83",0,5
"113.18,23.35",0,0
"121.42,30.97",0,8
"121.57,31.63",0,0
"121.24,31.19",0,103
"113.41,23.45",0,41
"121.33,30.79",0,18
"113.96,22.73",0,103
"113.42,23.63",0,261
"113.25,23.02",0,117
"121.13,31.01",0,34
"121.22,30.84",0,35
"113.63,23.58",0,62
"113.65,22.62",0,1
"121.33,31.66",0,136
"121.72,31.07",0,198
"121.78,31.54",0,2
"121.70,31.52",0,27
"121.32,30.79",0,8
"114.16,22.59",0,185
"113.48,23.15",0,211
"121.41,30.96",0,34
"121.43,31.44",0,19
"121.25,30.89",0,34
"113.74,23.29",0,243
"113.52,22.96",0,3
"121.66,31.58",0,60
"121.29,30.98",0,10
"113.58,22.26",0,3
"121.30,30.88",0,40
"113.68,23.17",0,11
"121.47,30.90",0,35
"121.45,31.70",0,8
"113.52,23.60",0,13
"114.14,22.54",0,360
"113.06,23.32",0,41
"121.82,31.16",0,106
"113.75,23.20",0,13
"113.51,23.23",0,238
"121.71,31.59",0,25
"113.42,23.24",0,28
"113.13,23.44",0,7
"121.85,30.92",0,74
"121.32,30.93",0,266
"121.36,31.02",0,38
"121.85,31.05",0,103
"113.48,23.34",0,178
"113.34,23.33",0,0
"113.65,23.58",0,247
"114.29,22.61",0,80
"121.78,31.15",0,33
"121.66,31.40",0,75
"121.31,31.37",0,178
"113.43,22.80",0,4
"121.32,31.71",0,28
"113.42,23.33",0,48
"121.47,31.68",0,66
"121.52,31.10",0,87
"113.71,23.70",0,329
"121.22,30.94",0,56
"113.25,23.50",0,344
"121.34,31.37",0,179
"120.91,31.10",0,28
"121.27,30.74",0,400
"121.52,30.86",0,64
"113.73,23.58",0,347
"113.48,23.55",0,13
"121.44,31.63",0,12
"121.61,30.91",0,400
"113.99,22.64",0,267
"121.37,31.49",0,59
"121.06,30.88",0,60
"121.64,31.01",0,69
"113.65,23.34",0,11
"113.75,23.18",0,173
"121.33,31.41",0,26
"113.80,22.66",0,400
"121.38,30.99",0,148
"121.42,31.62",0,10
"121.25,31.75",0,103
"114.35,22.62",0,90
"113.43,23.54",0,29
"121.13,30.92",0,400
"121.74,30.99",0,57
"113.25,23.48",0,17
"121.64,31.17",0,165
"113.14,23.42",0,2
"113.24,23.32",0,27
"121.51,30.86",0,12
"113.19,23.44",0,374
"113.05,23.41",0,3
"121.75,31.53",0,1
"113.50,22.89",0,3
"121.39,30.80",0,43
"121.04,31.07",0,400
"121.73,31.12",0,31
"121.48,31.07",0,400
"121.62,30.85",0,26
"121.48,31.63",0,21
"121.50,31.05",0,39
"113.65,22.27",0,182
"113.21,23.32",0,243
"121.12,30.89",0,0
"114.19,22.57",0,0
"113.60,22.79",0,97
"121.74,30.96",0,10
"113.80,23.27",0,162
"114.49,22.52",0,400
"121.37,30.91",0,3
"113.53,22.82",0,243
"113.28,23.18",0,243
"121.17,31.15",0,80
"121.12,31.07",0,13
"121.52,31.38",0,14
"121.52,31.40",0,103
"114.31,22.63",0,27
"113.79,23.24",0,27
"121.69,30.98",0,8
"121.47,31.11",0,294
"113.46,23.52",0,51
"113.85,22.38",0,120
"121.43,30.95",0,0
"113.32,23.39",0,173
"121.69,31.10",0,64
"121.04,30.92",0,231
"121.12,31.05",0,27
"121.66,31.57",0,132
"121.06,30.89",0,148
"121.65,31.58",0,387
"113.51,23.43",0,4
"121.64,31.57",0,78
"121.16,31.06",0,53
"113.85,22.49",0,103
"120.91,31.13",0,10
"121.30,31.79",0,28
"113.88,22.68",0,0
"113.86,23.18",0,7
"113.81,23.58",0,2
"113.75,23.76",0,64
"121.70,31.63",0,86
"113.47,23.66",0,0
"114.33,22.74",0,93
"114.31,22.75",0,53
"113.89,22.71",0,134
"121.65,31.42",0,161
"121.12,31.12",0,53
"121.84,30.94",0,0
"113.28,23.40",0,92
"121.29,30.96",0,53
"114.19,22.77",0,72
"121.39,31.67",0,34
"113.64,23.23",0,174
"113.38,23.60",0,203
"113.54,23.18",0,11
"121.52,31.37",0,400
"113.44,23.31",0,31
"113.46,23.55",0,4
"121.33,31.34",0,148
"121.53,30.82",0,168
"121.48,30.87",0,12
"121.28,31.40",0,11
"113.41,23.23",0,31
"113.10,23.39",0,41
"121.13,30.94",0,62
"121.57,31.55",0,70
"121.68,31.40",0,13
"113.64,22.41",0,2
"113.17,23.31",0,57
"121.13,31.30",0,400
"113.41,23.64",0,8
"113.73,23.20",0,76
"114.20,22.63",0,32
"113.24,23.44",0,81
"121.17,31.42",0,400
"113.46,23.45",0,60
"114.49,22.58",0,26
"113.35,23.34",0,177
"121.50,31.00",0,148
"113.11,23.44",0,243
"121.17,31.26",0,12
"121.42,30.85",0,5
"113.86,22.51",0,400
"121.24,31.13",0,22
"121.39,31.39",0,170
"121.63,30.99",0,22
"121.38,30.85",0,266
"114.14,22.72",0,381
"113.56,22.77",0,28
"121.07,30.95",0,17
"121.27,30.88",0,2
"113.91,22.81",0,0
"113.49,22.75",0,22
"121.05,30.89",0,400
"113.74,23.20",0,2
"113.71,23.22",0,64
"113.49,23.12",0,236
"113.58,23.40",0,41
"121.08,31.13",0,49
"121.16,31.09",0,37
"113.34,23.46",0,17
"121.41,31.71",0,60
"121.73,30.95",0,12
"113.73,23.17",0,162
"121.36,30.89",0,148
"121.15,31.01",0,18
"121.28,31.77",0,39
"113.49,22.77",0,174
"113.79,23.31",0,382
"121.81,31.05",0,5
"121.34,31.04",0,55
"121.54,30.82",0,2
"121.56,30.83",0,2
"121.26,30.96",0,64
"113.71,23.55",0,21
"121.21,31.21",0,168
"121.09,30.86",0,2
"113.61,23.60",0,23
"120.96,31.05",0,187
"113.46,22.76",0,2
"114.32,22.66",0,112
"121.53,30.88",0,87
"121.35,31.33",0,400
"113.29,23.47",0,113
"113.60,23.57",1,10
"113.47,22.98",0,8
"113.28,22.89",0,43
"121.63,31.53",0,387
"120.92,31.07",0,23
"121.20,30.89",0,69
"121.22,31.43",0,15
"121.51,31.40",0,17
"114.41,22.70",0,0
"113.11,23.45",0,21
"113.31,23.46",0,57
"113.43,23.25",0,2
"121.19,31.12",0,144
"121.28,30.78",0,32
"113.41,22.80",0,7
"121.54,30.97",0,4
"113.76,22.67",0,15
"121.41,30.95",0,400
"113.38,23.42",0,0
"114.46,22.57",0,400
"113.20,23.32",0,243
"113.29,23.43",0,18
"113.54,22.92",0,1
"121.32,30.78",0,46
"113.76,23.22",0,2
"113.82,23.87",0,11
"121.73,30.94",0,312
"121.43,30.81",0,100
"120.97,31.03",0,103
"113.60,23.31",0,19
"121.25,31.47",0,115
"113.48,22.73",0,287
"121.25,31.16",0,27
"113.22,23.52",0,14
"121.65,31.13",0,11
"113.66,22.64",0,243
"121.56,31.02",0,39
"121.83,31.50",0,400
"113.86,23.81",0,20
"121.29,31.10",0,257
"121.82,31.45",0,5
"121.02,30.92",0,400
"121.83,30.87",0,53
"121.31,31.70",0,78
"121.46,31.68",0,2
"113.48,23.27",0,7
"113.02,23.46",0,203
"121.77,31.21",0,6
"113.30,23.56",0,88
"121.09,31.20",0,17
"114.19,22.67",0,67
"121.36,30.75",0,4
"121.58,31.01",0,39
"121.04,30.89",0,102
"114.20,22.57",0,73
"113.55,22.43",0,400
"121.06,30.92",0,65
"113.49,23.47",0,0
"113.88,23.77",0,0
"113.84,23.77",0,6
"121.35,31.05",0,400
"113.56,22.69",0,0
"113.87,22.68",0,125
"113.83,23.15",0,173
"121.38,30.78",0,1
"121.82,31.12",0,5
"121.12,31.08",0,35
"113.70,23.50",0,1
"121.01,31.12",0,400
"113.52,23.11",0,4
"113.77,23.63",0,5
"121.75,30.89",0,294
"121.30,31.38",0,18
"121.23,30.90",0,34
"121.25,30.93",0,46
"121.26,30.97",0,13
"121.46,30.88",0,294
"121.64,30.98",0,91
"121.53,30.93",0,44
"113.49,22.79",0,18
"113.55,22.38",0,15
"121.73,31.41",0,400
"121.76,31.52",0,66
"121.65,31.33",0,0
"113.64,23.35",0,88
"121.83,31.08",0,0
"113.54,23.56",0,41
"121.53,31.62",0,8
"113.53,22.41",0,2
"113.69,23.19",0,95
"113.57,23.32",0,105
"121.14,30.96",0,56
"113.20,23.35",0,173
"113.75,23.58",0,42
"121.16,31.08",0,41
"113.63,22.70",0,105
"113.25,23.46",0,0
"121.03,31.14",0,400
"113.83,23.17",0,114
"113.45,23.64",0,41
"114.41,22.75",0,0
"113.61,22.74",0,87
"121.30,31.10",0,368
"121.16,31.11",0,60
"121.38,31.46",0,136
"121.34,31.70",0,7
"121.72,31.53",0,29
"121.79,31.14",0,225
"113.84,23.17",0,162
"114.26,22.77",0,24
"113.32,23.25",0,101
"121.54,30.84",0,369
"121.40,31.44",0,47
"113.44,23.33",0,35
"121.16,30.94",0,136
"121.68,30.97",0,14
"121.36,30.85",0,92
"121.46,30.97",0,15
"121.88,30.97",0,73
"121.14,31.36",0,1
"121.57,31.03",0,193
"113.44,22.97",0,5
"121.57,31.01",0,26
"121.61,31.63",0,1
"113.37,23.25",0,8
"121.67,31.41",0,231
"113.27,23.06",0,105
"113.32,23.48",0,344
"113.45,22.80",0,81
"113.15,23.33",0,22
"113.82,23.14",0,90
"114.07,22.67",0,228
"113.77,22.57",0,68
"121.21,31.15",0,148
"113.02,23.37",0,57
"121.75,30.97",0,30
"113.65,22.69",0,243
"121.02,31.14",0,400
"121.39,31.47",0,29
"121.25,31.26",0,44
"113.49,23.54",0,375
"114.04,22.76",0,130
"121.42,31.64",0,374
"113.63,23.28",0,20
"113.10,23.37",0,4
"121.70,31.09",0,39
"113.92,22.48",0,344
"113.77,22.65",0,182
"113.69,23.18",0,63
"114.48,22.56",0,0
"121.01,31.08",0,75
"121.22,31.44",0,231
"114.52,22.48",0,2
"121.32,30.96",0,103
"121.40,31.71",0,213
"113.40,23.61",0,92
"121.27,30.89",0,34
"121.70,31.07",0,167
"113.17,23.07",0,71
"121.60,31.57",0,88
"113.84,23.73",0,18
"121.53,31.09",0,15
"121.07,31.01",0,0
"121.64,31.56",0,58
"121.38,31.48",0,46
"121.26,31.47",0,170
"113.51,22.76",0,0
"114.22,22.58",0,132
"113.84,22.67",0,86
"121.88,31.06",0,400
"121.45,31.64",0,103
"121.68,30.99",0,37
"121.85,30.85",0,103
"113.58,22.28",0,400
"113.67,22.55",0,68
"113.91,22.82",0,103
"114.27,22.58",0,106
"121.29,30.72",0,54
"113.58,22.29",0,1
"121.66,31.02",0,127
"121.15,30.94",0,148
"113.19,23.35",0,87
"113.83,23.73",0,0
"121.50,31.42",0,9
"121.71,30.88",0,294
"121.46,30.85",0,54
"121.68,31.06",0,31
"121.37,31.41",0,98
"121.48,31.04",0,178
"121.63,31.07",0,400
"121.53,31.58",0,13
"113.09,23.32",0,113
"121.12,31.21",0,6
"121.32,31.00",0,400
"114.12,22.72",0,65
"114.52,22.59",0,106
"113.02,23.39",0,13
"121.40,31.38",0,164
"121.29,30.79",0,99
"121.94,30.87",0,8
"114.52,22.49",0,21
"113.69,23.30",0,41
"121.31,31.74",0,38
"113.45,23.50",0,3
"114.23,22.59",0,133
"113.41,23.40",0,14
"113.85,23.21",0,0
"113.15,23.39",0,41
"113.35,23.48",0,92
