o,bus_stops,tube_stops
"121.18,30.97",,
"121.78,31.01",,
"121.32,30.87",,
"113.31,22.87",,
"113.34,23.40",,
"121.18,30.89",,
"121.77,31.00",,
"121.42,30.96",,
"113.24,23.52",,
"113.78,23.18",,
"121.23,30.89",,
"121.74,30.88",,
"121.71,31.20",,
"113.35,23.45",,
"113.49,22.86",,
"113.58,23.32",,
"113.36,23.32",,
"114.02,22.76",,
"121.65,31.30",,
"113.91,22.63",,
"114.53,22.56",,
"114.51,22.52",,
"113.45,23.02",,
"113.06,23.48",,
"120.96,31.07",,
"114.33,22.64",,
"113.78,23.21",,
"121.52,30.82",,
"113.44,23.35",,
"113.54,23.50",,
"113.46,22.86",,
"121.26,31.29",,
"113.80,23.17",,
"121.72,31.15",,
"113.39,23.46",,
"113.32,22.89",,
"121.30,30.94",,
"121.77,31.09",,
"121.79,30.88",,
"121.09,31.18",,
"121.86,30.94",,
"121.52,30.89",,
"121.49,31.71",,
"114.48,22.51",,
"114.30,22.62",,
"113.06,23.37",,
"113.38,23.15",,
"121.70,30.99",,
"121.72,31.60",,
"121.86,31.01",,
"113.40,23.66",,
"114.19,22.71",,
"120.98,31.06",,
"113.18,23.32",,
"113.43,22.93",,
"113.77,22.72",,
"121.30,30.82",,
"113.76,23.56",,
"113.39,22.76",,
"121.55,31.56",,
"121.04,30.91",,
"121.43,30.91",,
"113.58,23.17",,
"113.35,23.04",,
"121.35,30.81",,
"121.47,31.03",,
"121.16,30.91",,
"113.99,22.63",,
"113.54,22.91",,
"121.49,31.01",,
"121.75,31.56",,
"121.80,31.08",,
"121.61,30.99",,
"121.85,31.09",,
"113.73,23.71",,
"121.20,31.15",,
"113.47,23.45",,
"114.53,22.53",,
"121.56,31.08",,
"121.19,31.40",,
"121.17,31.00",,
"113.94,22.70",,
"113.58,22.81",,
"113.34,22.87",,
"113.57,22.74",,
"121.77,31.52",,
"113.24,23.49",,
"113.62,23.39",,
"121.44,30.81",,
"113.39,23.45",,
"113.53,23.55",,
"113.20,23.25",,
"121.78,30.92",,
"113.41,22.90",,
"113.34,22.86",,
"121.45,31.06",,
"113.49,22.94",,
"121.86,30.87",,
"113.93,23.40",,
"121.71,31.02",,
"113.65,23.32",,
"121.41,30.99",,
"121.15,31.07",,
"113.40,23.24",,
"121.83,31.02",,
"121.71,31.28",,
"113.65,22.67",,
"113.08,23.45",,
"121.74,31.16",,
"121.47,30.96",,
"121.76,30.91",,
"113.53,23.53",,
"121.15,31.22",,
"114.39,22.69",,
"121.22,31.22",,
"121.25,30.95",,
"121.86,30.91",,
"121.32,30.86",,
"121.55,31.07",,
"113.60,23.58",,
"121.18,31.32",,
"113.23,23.51",,
"113.25,23.29",,
"114.33,22.81",,
"113.83,22.58",,
"121.37,31.38",,
"121.65,30.91",,
"113.49,23.34",,
"114.05,22.76",,
"113.45,23.30",,
"121.17,31.09",,
"121.06,30.91",,
"113.10,23.41",,
"114.10,22.74",,
"113.57,23.51",,
"113.33,23.26",,
"121.68,30.91",,
"121.16,31.34",,
"121.37,31.67",,
"113.33,23.50",,
"121.73,31.54",,
"113.99,22.75",,
"113.46,23.61",,
"113.45,22.99",,
"121.44,30.93",,
"113.79,23.30",,
"121.36,30.96",,
"113.39,22.79",,
"121.78,31.51",,
"121.39,30.89",,
"113.42,22.88",,
"113.46,23.25",,
"121.27,31.35",,
"113.08,23.42",,
"121.16,31.20",,
"113.49,23.58",,
"113.85,22.83",,
"121.46,30.86",,
"121.64,30.94",,
"113.64,22.69",,
"121.28,30.76",,
"121.20,30.90",,
"121.79,30.94",,
"113.51,23.48",,
"121.73,31.16",,
"113.78,22.65",,
"113.18,23.49",,
"121.59,30.92",,
"121.72,31.50",,
"113.55,22.89",,
"121.28,31.41",,
"121.20,30.93",,
"114.35,22.75",,
"121.13,31.26",,
"121.18,30.94",,
"121.61,31.17",,
"113.03,23.32",,
"113.76,22.73",,
"121.40,30.93",,
"113.37,23.24",,
"121.11,31.19",,
"121.64,30.87",,
"113.57,23.26",,
"121.77,31.48",,
"121.71,30.94",,
"121.08,30.95",,
"121.45,31.07",,
"114.38,22.61",,
"113.52,22.86",,
"113.46,23.36",,
"113.74,23.58",,
"121.30,30.89",,
"113.16,23.31",,
"121.61,31.55",,
"121.87,31.05",,
"121.28,31.46",,
"121.03,30.97",,
"113.86,23.19",,
"113.40,23.43",,
"113.42,23.46",,
"113.85,23.72",,
"113.45,23.06",,
"121.52,31.39",,
"113.71,23.20",,
"121.71,31.62",,
"121.32,30.84",,
"113.39,23.37",,
"121.55,30.82",,
"121.72,30.93",,
"113.56,22.78",,
"113.40,23.40",,
"121.31,30.98",,
"114.00,22.75",,
"121.55,30.85",,
"113.52,22.97",,
"113.58,22.27",,
"113.33,23.37",,
"113.65,23.26",,
"121.28,30.94",,
"113.30,23.55",,
"113.52,22.88",,
"113.48,23.26",,
"121.34,31.01",,
"113.45,22.74",,
"113.82,23.27",,
"113.16,23.36",,
"121.70,31.22",,
"113.41,22.79",,
"113.85,22.69",,
"121.22,31.74",,
"121.54,31.35",,
"113.31,23.31",,
"121.06,30.99",,
"113.48,22.78",,
"121.13,31.06",,
"113.14,23.39",,
"121.42,30.88",,
"113.37,23.28",,
"121.29,30.84",,
"114.15,22.70",,
"113.82,23.22",,
"121.10,31.11",,
"113.53,23.19",,
"113.77,22.70",,
"121.75,31.36",,
"113.33,22.88",,
"113.57,23.25",,
"113.85,22.65",,
"113.56,23.60",,
"121.65,30.90",,
"113.51,23.02",,
"121.25,30.98",,
"121.00,30.85",,
"113.34,22.89",,
"121.17,31.13",,
"121.84,31.52",,
"113.54,23.17",,
"113.28,23.39",,
"121.73,31.38",,
"121.30,30.75",,
"121.78,31.07",,
"113.67,23.27",,
"113.26,23.52",,
"121.07,30.96",,
"121.13,30.93",,
"113.52,23.48",,
"114.34,22.73",,
"113.48,23.48",,
"121.21,31.19",,
"121.73,31.13",,
"113.60,22.81",,
"121.70,30.88",,
"121.79,31.04",,
"121.72,30.88",,
"121.89,30.86",,
"121.42,31.69",,
"121.39,31.65",,
"121.63,31.56",,
"121.84,31.03",,
"113.27,23.41",,
"113.46,23.08",,
"113.77,23.23",,
"114.16,22.69",,
"113.85,22.67",,
"113.55,23.52",,
"121.35,30.83",,
"113.18,23.35",,
"121.42,30.97",,
"121.57,31.63",,
"121.24,31.19",,
"113.41,23.45",,
"121.33,30.79",,
"113.96,22.73",,
"113.42,23.63",,
"113.25,23.02",,
"121.13,31.01",,
"121.22,30.84",,
"113.63,23.58",,
"113.65,22.62",,
"121.33,31.66",,
"121.72,31.07",,
"121.78,31.54",,
"121.70,31.52",,
"121.32,30.79",,
"114.16,22.59",,
"113.48,23.15",,
"121.41,30.96",,
"121.43,31.44",,
"121.25,30.89",,
"113.74,23.29",,
"113.52,22.96",,
"121.66,31.58",,
"121.29,30.98",,
"113.58,22.26",,
"121.30,30.88",,
"113.68,23.17",,
"121.47,30.90",,
"121.45,31.70",,
"113.52,23.60",,
"114.14,22.54",,
"113.06,23.32",,
"121.82,31.16",,
"113.75,23.20",,
"113.51,23.23",,
"121.71,31.59",,
"113.42,23.24",,
"113.13,23.44",,
"121.85,30.92",,
"121.32,30.93",,
"121.36,31.02",,
"121.85,31.05",,
"113.48,23.34",,
"113.34,23.33",,
"113.65,23.58",,
"114.29,22.61",,
"121.78,31.15",,
"121.66,31.40",,
"121.31,31.37",,
"113.43,22.80",,
"121.32,31.71",,
"113.42,23.33",,
"121.47,31.68",,
"121.52,31.10",,
"113.71,23.70",,
"121.22,30.94",,
"113.25,23.50",,
"121.34,31.37",,
"120.91,31.10",,
"121.27,30.74",,
"121.52,30.86",,
"113.73,23.58",,
"113.48,23.55",,
"121.44,31.63",,
"121.61,30.91",,
"113.99,22.64",,
"121.37,31.49",,
"121.06,30.88",,
"121.64,31.01",,
"113.65,23.34",,
"113.75,23.18",,
"121.33,31.41",,
"113.80,22.66",,
"121.38,30.99",,
"121.42,31.62",,
"121.25,31.75",,
"114.35,22.62",,
"113.43,23.54",,
"121.13,30.92",,
"121.74,30.99",,
"113.25,23.48",,
"121.64,31.17",,
"113.14,23.42",,
"113.24,23.32",,
"121.51,30.86",,
"113.19,23.44",,
"113.05,23.41",,
"121.75,31.53",,
"113.50,22.89",,
"121.39,30.80",,
"121.04,31.07",,
"121.73,31.12",,
"121.48,31.07",,
"121.62,30.85",,
"121.48,31.63",,
"121.50,31.05",,
"113.65,22.27",,
"113.21,23.32",,
"121.12,30.89",,
"114.19,22.57",,
"113.60,22.79",,
"121.74,30.96",,
"113.80,23.27",,
"114.49,22.52",,
"121.37,30.91",,
"113.53,22.82",,
"113.28,23.18",,
"121.17,31.15",,
"121.12,31.07",,
"121.52,31.38",,
"121.52,31.40",,
"114.31,22.63",,
"113.79,23.24",,
"121.69,30.98",,
"121.47,31.11",,
"113.46,23.52",,
"113.85,22.38",,
"121.43,30.95",,
"113.32,23.39",,
"121.69,31.10",,
"121.04,30.92",,
"121.12,31.05",,
"121.66,31.57",,
"121.06,30.89",,
"121.65,31.58",,
"113.51,23.43",,
"121.64,31.57",,
"121.16,31.06",,
"113.85,22.49",,
"120.91,31.13",,
"121.30,31.79",,
"113.88,22.68",,
"113.86,23.18",,
"113.81,23.58",,
"113.75,23.76",,
"121.70,31.63",,
"113.47,23.66",,
"114.33,22.74",,
"114.31,22.75",,
"113.89,22.71",,
"121.65,31.42",,
"121.12,31.12",,
"121.84,30.94",,
"113.28,23.40",,
"121.29,30.96",,
"114.19,22.77",,
"121.39,31.67",,
"113.64,23.23",,
"113.38,23.60",,
"113.54,23.18",,
"121.52,31.37",,
"113.44,23.31",,
"113.46,23.55",,
"121.33,31.34",,
"121.53,30.82",,
"121.48,30.87",,
"121.28,31.40",,
"113.41,23.23",,
"113.10,23.39",,
"121.13,30.94",,
"121.57,31.55",,
"121.68,31.40",,
"113.64,22.41",,
"113.17,23.31",,
"121.13,31.30",,
"113.41,23.64",,
"113.73,23.20",,
"114.20,22.63",,
"113.24,23.44",,
"121.17,31.42",,
"113.46,23.45",,
"114.49,22.58",,
"113.35,23.34",,
"121.50,31.00",,
"113.11,23.44",,
"121.17,31.26",,
"121.42,30.85",,
"113.86,22.51",,
"121.24,31.13",,
"121.39,31.39",,
"121.63,30.99",,
"121.38,30.85",,
"114.14,22.72",,
"113.56,22.77",,
"121.07,30.95",,
"121.27,30.88",,
"113.91,22.81",,
"113.49,22.75",,
"121.05,30.89",,
"113.74,23.20",,
"113.71,23.22",,
"113.49,23.12",,
"113.58,23.40",,
"121.08,31.13",,
"121.16,31.09",,
"113.34,23.46",,
"121.41,31.71",,
"121.73,30.95",,
"113.73,23.17",,
"121.36,30.89",,
"121.15,31.01",,
"121.28,31.77",,
"113.49,22.77",,
"113.79,23.31",,
"121.81,31.05",,
"121.34,31.04",,
"121.54,30.82",,
"121.56,30.83",,
"121.26,30.96",,
"113.71,23.55",,
"121.21,31.21",,
"121.09,30.86",,
"113.61,23.60",,
"120.96,31.05",,
"113.46,22.76",,
"114.32,22.66",,
"121.53,30.88",,
"121.35,31.33",,
"113.29,23.47",,
"113.60,23.57",,
"113.47,22.98",,
"113.28,22.89",,
"121.63,31.53",,
"120.92,31.07",,
"121.20,30.89",,
"121.22,31.43",,
"121.51,31.40",,
"114.41,22.70",,
"113.11,23.45",,
"113.31,23.46",,
"113.43,23.25",,
"121.19,31.12",,
"121.28,30.78",,
"113.41,22.80",,
"121.54,30.97",,
"113.76,22.67",,
"121.41,30.95",,
"113.38,23.42",,
"114.46,22.57",,
"113.20,23.32",,
"113.29,23.43",,
"113.54,22.92",,
"121.32,30.78",,
"113.76,23.22",,
"113.82,23.87",,
"121.73,30.94",,
"121.43,30.81",,
"120.97,31.03",,
"113.60,23.31",,
"121.25,31.47",,
"113.48,22.73",,
"121.25,31.16",,
"113.22,23.52",,
"121.65,31.13",,
"113.66,22.64",,
"121.56,31.02",,
"121.83,31.50",,
"113.86,23.81",,
"121.29,31.10",,
"121.82,31.45",,
"121.02,30.92",,
"121.83,30.87",,
"121.31,31.70",,
"121.46,31.68",,
"113.48,23.27",,
"113.02,23.46",,
"121.77,31.21",,
"113.30,23.56",,
"121.09,31.20",,
"114.19,22.67",,
"121.36,30.75",,
"121.58,31.01",,
"121.04,30.89",,
"114.20,22.57",,
"113.55,22.43",,
"121.06,30.92",,
"113.49,23.47",,
"113.88,23.77",,
"113.84,23.77",,
"121.35,31.05",,
"113.56,22.69",,
"113.87,22.68",,
"113.83,23.15",,
"121.38,30.78",,
"121.82,31.12",,
"121.12,31.08",,
"113.70,23.50",,
"121.01,31.12",,
"113.52,23.11",,
"113.77,23.63",,
"121.75,30.89",,
"121.30,31.38",,
"121.23,30.90",,
"121.25,30.93",,
"121.26,30.97",,
"121.46,30.88",,
"121.64,30.98",,
"121.53,30.93",,
"113.49,22.79",,
"113.55,22.38",,
"121.73,31.41",,
"121.76,31.52",,
"121.65,31.33",,
"113.64,23.35",,
"121.83,31.08",,
"113.54,23.56",,
"121.53,31.62",,
"113.53,22.41",,
"113.69,23.19",,
"113.57,23.32",,
"121.14,30.96",,
"113.20,23.35",,
"113.75,23.58",,
"121.16,31.08",,
"113.63,22.70",,
"113.25,23.46",,
"121.03,31.14",,
"113.83,23.17",,
"113.45,23.64",,
"114.41,22.75",,
"113.61,22.74",,
"121.30,31.10",,
"121.16,31.11",,
"121.38,31.46",,
"121.34,31.70",,
"121.72,31.53",,
"121.79,31.14",,
"113.84,23.17",,
"114.26,22.77",,
"113.32,23.25",,
"121.54,30.84",,
"121.40,31.44",,
"113.44,23.33",,
"121.16,30.94",,
"121.68,30.97",,
"121.36,30.85",,
"121.46,30.97",,
"121.88,30.97",,
"121.14,31.36",,
"121.57,31.03",,
"113.44,22.97",,
"121.57,31.01",,
"121.61,31.63",,
"113.37,23.25",,
"121.67,31.41",,
"113.27,23.06",,
"113.32,23.48",,
"113.45,22.80",,
"113.15,23.33",,
"113.82,23.14",,
"114.07,22.67",,
"113.77,22.57",,
"121.21,31.15",,
"113.02,23.37",,
"121.75,30.97",,
"113.65,22.69",,
"121.02,31.14",,
"121.39,31.47",,
"121.25,31.26",,
"113.49,23.54",,
"114.04,22.76",,
"121.42,31.64",,
"113.63,23.28",,
"113.10,23.37",,
"121.70,31.09",,
"113.92,22.48",,
"113.77,22.65",,
"113.69,23.18",,
"114.48,22.56",,
"121.01,31.08",,
"121.22,31.44",,
"114.52,22.48",,
"121.32,30.96",,
"121.40,31.71",,
"113.40,23.61",,
"121.27,30.89",,
"121.70,31.07",,
"113.17,23.07",,
"121.60,31.57",,
"113.84,23.73",,
"121.53,31.09",,
"121.07,31.01",,
"121.64,31.56",,
"121.38,31.48",,
"121.26,31.47",,
"113.51,22.76",,
"114.22,22.58",,
"113.84,22.67",,
"121.88,31.06",,
"121.45,31.64",,
"121.68,30.99",,
"121.85,30.85",,
"113.58,22.28",,
"113.67,22.55",,
"113.91,22.82",,
"114.27,22.58",,
"121.29,30.72",,
"113.58,22.29",,
"121.66,31.02",,
"121.15,30.94",,
"113.19,23.35",,
"113.83,23.73",,
"121.50,31.42",,
"121.71,30.88",,
"121.46,30.85",,
"121.68,31.06",,
"121.37,31.41",,
"121.48,31.04",,
"121.63,31.07",,
"121.53,31.58",,
"113.09,23.32",,
"121.12,31.21",,
"121.32,31.00",,
"114.12,22.72",,
"114.52,22.59",,
"113.02,23.39",,
"121.40,31.38",,
"121.29,30.79",,
"121.94,30.87",,
"114.52,22.49",,
"113.69,23.30",,
"121.31,31.74",,
"113.45,23.50",,
"114.23,22.59",,
"113.41,23.40",,
"113.85,23.21",,
"113.15,23.39",,
"113.35,23.48",,
"113.74,23.25",,
"121.42,30.90",,
"121.21,30.99",,
"121.55,31.08",,
"121.59,31.60",,
"121.70,31.10",,
"113.88,23.43",,
"114.26,22.70",,
"113.75,23.60",,
"121.55,30.99",,
"121.34,30.84",,
"121.27,30.98",,
"121.62,30.86",,
"113.61,22.67",,
"121.88,30.92",,
"121.35,30.98",,
"121.86,31.09",,
"121.14,31.14",,
"121.84,30.91",,
"121.23,30.94",,
"113.61,23.61",,
"121.58,31.48",,
"121.55,31.38",,
"121.48,31.64",,
"113.77,23.56",,
"121.05,31.13",,
"121.28,30.82",,
"121.49,30.81",,
"121.51,30.89",,
"113.16,23.34",,
"121.31,30.82",,
"121.07,31.00",,
"113.41,23.65",,
"113.25,23.47",,
"113.46,23.27",,
"113.28,22.93",,
"121.73,31.26",,
"114.35,22.74",,
"113.93,23.84",,
"121.66,31.01",,
"121.27,31.43",,
"120.99,31.05",,
"121.86,30.95",,
"113.82,22.59",,
"113.74,22.41",,
"113.32,23.43",,
"113.68,23.33",,
"121.53,31.08",,
"121.13,30.99",,
"121.79,30.89",,
"121.48,31.43",,
"121.78,31.12",,
"113.51,22.86",,
"121.15,31.27",,
"121.79,30.85",,
"121.72,30.90",,
"121.44,31.70",,
"121.38,30.96",,
"113.27,23.47",,
"113.87,23.22",,
"113.46,22.87",,
"121.16,31.22",,
"113.60,23.23",,
"113.63,23.30",,
"113.47,23.22",,
"121.49,30.90",,
"121.30,30.97",,
"121.67,31.56",,
"121.21,30.96",,
"121.21,30.90",,
"113.93,22.66",,
"121.15,30.78",,
"113.41,23.62",,
"114.09,22.68",,
"121.17,31.43",,
"113.27,23.43",,
"121.62,31.06",,
"113.42,23.34",,
"113.58,23.63",,
"121.54,31.01",,
"113.64,23.55",,
"121.62,30.89",,
"121.40,31.65",,
"113.65,22.25",,
"121.29,30.93",,
"113.97,22.81",,
"121.34,31.67",,
"113.74,23.23",,
"121.73,30.98",,
"121.87,30.99",,
"113.85,23.24",,
"121.30,31.41",,
"121.52,30.97",,
"113.55,22.88",,
"113.30,22.86",,
"121.35,31.02",,
"121.41,30.80",,
"113.46,23.30",,
"121.74,31.09",,
"121.48,30.99",,
"121.46,30.96",,
"113.52,23.43",,
"121.12,31.26",,
"121.34,31.00",,
"121.13,30.98",,
"121.49,31.69",,
"121.47,31.08",,
"121.02,30.88",,
"113.39,23.61",,
"113.87,23.27",,
"113.75,23.17",,
"113.20,23.47",,
"113.50,23.13",,
"113.96,22.72",,
"121.16,31.10",,
"121.33,30.84",,
"113.44,23.60",,
"113.58,23.60",,
"121.05,31.00",,
"114.20,22.77",,
"113.77,23.47",,
"121.25,31.14",,
"113.47,23.41",,
"113.91,23.41",,
"113.62,23.20",,
"114.41,22.69",,
"113.49,23.59",,
"113.82,23.43",,
"113.44,22.92",,
"113.07,23.44",,
"121.40,31.41",,
"121.17,31.19",,
"113.72,23.18",,
"113.75,23.73",,
"114.54,22.57",,
"121.17,31.32",,
"121.79,30.93",,
"121.10,31.07",,
"121.79,31.07",,
"121.30,30.91",,
"121.28,30.85",,
"113.22,23.50",,
"113.63,22.56",,
"113.88,23.23",,
"121.72,31.02",,
"121.14,31.24",,
"121.45,30.87",,
"113.27,23.58",,
"113.60,23.33",,
"113.06,23.26",,
"114.50,22.66",,
"121.21,30.97",,
"121.32,30.98",,
"121.45,31.67",,
"113.89,23.42",,
"113.66,22.69",,
"121.40,30.89",,
"121.72,31.52",,
"121.69,30.99",,
"113.54,22.43",,
"121.17,31.06",,
"121.10,30.86",,
"113.60,22.24",,
"113.76,23.20",,
"121.21,31.36",,
"121.65,30.95",,
"114.33,22.76",,
"121.76,31.50",,
"113.84,23.71",,
"113.15,23.42",,
"121.34,30.86",,
"121.31,30.77",,
"113.50,23.10",,
"113.98,23.89",,
"114.09,22.60",,
"113.52,22.85",,
"113.31,23.23",,
"121.13,31.11",,
"121.07,31.27",,
"121.34,30.78",,
"120.98,31.07",,
"121.77,30.98",,
"121.77,30.93",,
"121.48,31.59",,
"114.32,22.64",,
"121.71,31.37",,
"121.80,31.03",,
"113.89,23.82",,
"121.52,30.92",,
"121.89,31.01",,
"113.22,23.44",,
"121.06,31.07",,
"113.86,23.23",,
"121.77,31.55",,
"113.72,22.33",,
"121.76,31.22",,
"113.59,23.59",,
"121.31,31.42",,
"121.86,31.04",,
"113.54,22.87",,
"113.51,22.93",,
"121.54,31.62",,
"113.69,23.16",,
"113.44,23.34",,
"121.06,31.06",,
"113.55,23.64",,
"113.75,23.21",,
"121.85,31.04",,
"121.02,31.11",,
"113.54,23.29",,
"113.46,22.74",,
"113.70,23.16",,
"121.35,30.86",,
"114.32,22.80",,
"121.30,31.42",,
"121.38,31.64",,
"121.24,30.79",,
"113.75,23.26",,
"113.97,22.74",,
"121.80,30.85",,
"113.50,22.86",,
"121.16,31.13",,
"113.52,23.41",,
"121.17,30.88",,
"121.26,31.46",,
"113.85,23.23",,
"113.38,22.77",,
"113.75,23.69",,
"113.36,23.40",,
"113.39,22.87",,
"121.17,30.84",,
"113.88,23.20",,
"113.19,23.46",,
"113.32,22.90",,
"113.37,23.48",,
"113.55,22.78",,
"113.79,23.22",,
"113.54,23.54",,
"121.79,30.87",,
"121.38,31.47",,
"113.32,23.33",,
"113.44,23.09",,
"121.75,30.95",,
"113.50,22.88",,
"121.02,30.91",,
"120.94,31.08",,
"113.94,22.72",,
"121.37,30.90",,
"113.78,23.13",,
"113.26,23.32",,
"121.18,31.14",,
"113.38,23.39",,
"121.19,31.23",,
"121.10,31.19",,
"121.17,31.38",,
"121.16,31.05",,
"113.97,22.65",,
"113.77,23.74",,
"121.08,31.05",,
"121.76,30.90",,
"113.11,23.50",,
"121.18,30.96",,
"113.52,23.59",,
"121.79,31.01",,
"121.20,30.80",,
"113.64,23.60",,
"121.08,30.88",,
"113.41,23.24",,
"121.87,30.87",,
"113.50,22.95",,
"113.77,23.46",,
"121.88,31.01",,
"121.40,31.48",,
"113.22,23.04",,
"121.42,30.89",,
"113.74,23.24",,
"113.30,22.96",,
"121.83,31.48",,
"121.42,31.65",,
"113.96,22.75",,
"121.36,31.01",,
"121.18,31.13",,
"113.57,22.29",,
"113.18,23.16",,
"121.36,31.71",,
"121.71,31.13",,
"121.69,30.91",,
"121.27,30.85",,
"113.31,23.38",,
"113.50,22.90",,
"113.76,23.60",,
"113.72,23.73",,
"121.19,30.85",,
"121.21,30.89",,
"113.85,22.51",,
"113.12,23.46",,
"113.86,22.70",,
"121.26,30.89",,
"121.15,31.08",,
"121.75,31.01",,
"113.38,23.27",,
"113.39,23.31",,
"113.38,22.84",,
"113.54,23.35",,
"121.05,31.04",,
"114.47,22.64",,
"121.96,30.88",,
"121.22,31.35",,
"114.53,22.65",,
"113.86,23.28",,
"121.87,30.93",,
"113.46,23.66",,
"113.89,23.41",,
"113.33,22.89",,
"113.88,22.62",,
"113.80,23.81",,
"121.12,30.94",,
"121.24,30.87",,
"121.48,31.77",,
"120.91,31.03",,
"121.19,31.11",,
"113.68,23.15",,
"113.95,22.60",,
"121.60,30.92",,
"121.05,30.91",,
"121.78,31.16",,
"113.52,22.91",,
"113.71,23.72",,
"121.59,31.06",,
"121.12,31.27",,
"113.12,23.34",,
"121.19,30.92",,
"113.02,23.44",,
"113.89,22.82",,
"121.88,30.98",,
"114.33,22.60",,
"113.86,22.55",,
"121.53,31.60",,
"121.62,31.61",,
"121.20,31.20",,
"121.19,31.46",,
"121.83,31.46",,
"121.53,30.84",,
"113.43,22.92",,
"113.15,23.35",,
"113.34,23.38",,
"113.57,23.54",,
"113.47,22.77",,
"113.22,23.46",,
"121.48,30.90",,
"121.17,30.78",,
"121.78,30.98",,
"113.37,23.41",,
"113.70,23.38",,
"113.67,23.71",,
"113.51,22.87",,
"113.19,23.17",,
"113.67,23.43",,
"121.63,30.87",,
"121.60,31.00",,
"121.10,31.08",,
"113.35,22.89",,
"121.11,30.91",,
"121.78,30.88",,
"121.20,31.22",,
"121.32,30.85",,
"121.27,31.06",,
"121.48,31.62",,
"113.77,23.15",,
"113.38,23.28",,
"121.50,31.72",,
"121.27,30.73",,
"121.73,30.92",,
"121.36,31.30",,
"113.12,23.31",,
"121.19,31.21",,
"113.47,22.73",,
"113.83,23.43",,
"121.97,30.90",,
"121.61,31.02",,
"113.52,23.23",,
"113.62,22.51",,
"121.56,30.97",,
"121.73,31.01",,
"113.87,22.72",,
"121.73,31.52",,
"121.88,30.91",,
"113.60,22.32",,
"113.95,23.92",,
"121.68,31.09",,
"120.97,31.05",,
"121.35,31.47",,
"121.36,30.78",,
"114.43,22.59",,
"113.61,23.22",,
"113.26,23.40",,
"121.37,31.56",,
"113.45,23.60",,
"121.47,31.69",,
"113.57,23.17",,
"121.45,31.61",,
"121.33,31.05",,
"113.06,23.44",,
"113.85,23.55",,
"113.81,23.13",,
"121.69,30.94",,
"113.26,23.28",,
"121.58,30.91",,
"113.51,22.97",,
"121.53,31.00",,
"113.49,23.14",,
"121.47,31.67",,
"121.67,31.09",,
"121.02,31.13",,
"114.54,22.56",,
"121.30,30.77",,
"121.63,31.57",,
"121.30,31.78",,
"114.18,22.62",,
"113.66,23.27",,
"113.57,23.57",,
"113.73,23.39",,
"113.88,22.54",,
"113.58,22.72",,
"121.55,30.87",,
"113.51,23.52",,
"113.45,23.23",,
"113.11,23.37",,
"121.47,30.84",,
"113.86,22.69",,
"121.47,31.58",,
"121.13,31.04",,
"113.42,23.25",,
"121.37,31.40",,
"113.75,23.44",,
"121.77,31.15",,
"113.37,23.35",,
"121.07,31.14",,
"121.54,31.63",,
"121.60,31.64",,
"114.00,23.89",,
"113.55,22.81",,
"121.30,30.92",,
"121.34,30.93",,
"121.61,31.35",,
"121.09,31.26",,
"113.49,23.49",,
"121.66,30.98",,
"121.73,31.42",,
"121.18,30.84",,
"113.50,23.06",,
"113.40,23.36",,
"114.20,22.60",,
"121.25,30.80",,
"113.39,23.73",,
"121.14,31.05",,
"121.00,31.05",,
"121.45,31.60",,
"121.82,31.51",,
"121.32,30.97",,
"113.56,22.23",,
"113.47,22.85",,
"121.16,30.83",,
"113.45,23.07",,
"113.57,23.38",,
"121.82,31.48",,
"113.86,22.50",,
"113.77,23.27",,
"121.15,30.79",,
"113.23,23.49",,
"113.80,23.22",,
"121.69,31.08",,
"121.55,30.88",,
"113.61,23.27",,
"121.72,31.13",,
"121.28,31.45",,
"121.09,31.03",,
"121.41,31.66",,
"113.82,23.20",,
"113.43,23.24",,
"121.02,31.00",,
"121.77,31.46",,
"121.41,30.97",,
"121.92,30.87",,
"121.59,31.54",,
"113.50,22.73",,
"113.73,23.29",,
"113.79,23.19",,
"121.47,31.10",,
"113.81,22.54",,
"113.40,23.00",,
"113.44,22.88",,
"113.85,23.26",,
"121.69,31.55",,
"121.41,31.47",,
"121.78,30.87",,
"121.17,30.97",,
"113.49,23.50",,
"113.30,23.45",,
"113.43,23.33",,
"113.08,23.31",,
"121.75,31.03",,
"113.69,23.22",,
"113.91,23.48",,
"121.32,31.46",,
"121.04,31.14",,
"121.76,30.89",,
"113.40,22.83",,
"113.96,22.74",,
"121.91,30.95",,
"121.13,31.00",,
"121.81,31.07",,
